gp_code,gp_name,gp_patient_count,gp_spend_per_head,gp_scrips_per_head,gp_scrips_drift
A82033,WATERLOO HOUSE SURGERY,7042.0,8.520306731042318E-4,0.025268389662027834,-35.367180352672776
A82034,STONELEIGH SURGERY,5746.0,0.0013922728854855553,0.07524364775495998,-18.502739108497835
A82035,BIRBECK MEDICAL GROUP,13192.0,6.822316555488174E-4,0.0303479381443299,-40.66770202471994
A82037,SILLOTH GROUP MEDICAL PRACTICE,3572.0,8.398656215005599E-4,0.028292273236282195,-35.746930015510436
A82038,TEMPLE SOWERBY MEDICAL PRACTICE,3367.0,2.97000297000297E-4,0.009263439263439264,-52.69325549455799
A82039,DALTON SURGERY,6193.0,0.0014532536735023414,0.03723558856773776,-16.599135700686585
A82040,CATHERINE STREET SURGERY,2534.0,0.0011838989739542227,0.05126677190213102,-25.007431832062117
A82041,LOWTHER MEDICAL CENTRE,8762.0,0.0011412919424788862,0.04265578635014837,-26.337471881574853
A82044,FELLVIEW HEALTHCARE LTD,9313.0,0.0034360571244496938,0.1023375926124772,45.29693893193856
A82045,WIGTON GROUP MEDICAL PRACTICE,6200.0,4.838709677419355E-4,0.007069354838709677,-46.859817501827614
A82046,WINDERMERE HEALTH CENTRE,4912.0,0.0012214983713355048,0.06720887622149838,-23.83371231622123
A82047,JAMES STREET GROUP PRACT,7614.0,0.0018387181507748883,0.05365248226950355,-4.566305093049671
A82048,BEECHWOOD GROUP PRACTICE,5411.0,0.0024025133986324155,0.08029199778229532,13.033378184804114
A82049,ORCHARD HOUSE SURGERY,4288.0,0.0011660447761194029,0.05397154850746269,-25.564776414633656
A82050,OXFORD STREET SURGERY,5801.0,0.0022409929322530597,0.08023616617824512,7.991283449223347
A82052,STANWIX MEDICAL GROUP,5582.0,5.374417771408098E-4,0.018751343604442854,-45.18752728309787
A82053,NUTWOOD SURGERY,4080.0,2.4509803921568627E-4,0.006862745098039216,-54.31345946379312
A82055,ASPATRIA MEDICAL GROUP,4083.0,9.796718099436689E-4,0.033487631643399456,-31.382677840216388
A82057,DERWENT HOUSE SURGERY,5550.0,7.207207207207207E-4,0.029677477477477475,-39.4662102433324
A82058,IRONSIDE'S FAMILY PRACTITIONERS,3290.0,0.0024316109422492403,0.09413981762917933,13.941700051236488
A82060,TRINITY HOUSE SURGERY,1745.0,0.0017191977077363897,0.14010888252148998,-8.297308415088857
A82062,ATKINSON HEALTH CENTRE (WIEJAK),2483.0,0.003624647603705195,0.0666532420459122,51.18406323234457
A82064,WESTCROFT HOUSE SURGERY,4178.0,4.786979415988511E-4,0.016948300622307323,-47.02130098728146
A82065,PENINSULA MEDICAL PRACTICE,3025.0,0.002644628099173554,0.022730578512396696,20.591338388670987
A82068,ULVERSTON HEALTH CENTRE (HAMBLY),3240.0,9.25925925925926E-4,0.041361111111111105,-33.06043326613579
A82070,ST.MARY'S SURGERY,5273.0,5.689360895126114E-4,0.05432581073392756,-44.20438681693776
A82071,BURNETT EDGAR MEDICAL CTR,3581.0,0.0016755096341803965,0.057344317229824075,-9.661094755124418
A82072,RISEDALE SURGERY,3579.0,0.003073484213467449,0.09629505448449287,33.978701641599564
A82074,ARNSIDE SURGERY,2355.0,4.246284501061571E-4,0.012738853503184714,-48.709158288105144
A82075,MANSION HOUSE SURGERY,4951.0,0.0010098969905069683,0.03285598868915371,-30.43915515720073
A82077,LIVERPOOL HOUSE SURGERY,4196.0,0.0019065776930409914,0.0744089609151573,-2.447971432377612
A82608,SEDBERGH HEALTH CENTRE (LUMB),2962.0,0.002363268062120189,0.1762322754895341,11.808278300807721
A82617,KIRKOSWALD SURGERY,1857.0,0.006462035541195477,0.12132471728594506,139.75722738368736
A82619,NELSON STREET SURGERY,1377.0,0.004357298474945534,0.22692084241103846,74.0548187700572
A82621,ASKAM SURGERY,1434.0,0.001394700139470014,0.045327754532775454,-18.42696886828436
A82623,SOLWAY HEALTH SERVICES,4548.0,0.0013192612137203166,0.04452726473175022,-20.781903935689748
A82629,THE FAMILY PRACTICE,1861.0,0.0032240730789897904,0.1551209027404621,38.679550661586816
A82635,GROSVENOR HOUSE SURGERY (W),1858.0,0.001076426264800861,0.03229278794402583,-28.36234773335763
A82641,GROSVENOR HOUSE SURGERY (F),1792.0,0.0011160714285714285,0.06319196428571429,-27.124766663790062
A82646,LONGTOWN MEDICAL CENTRE,3004.0,3.3288948069241014E-4,0.003025965379494008,-51.57292277007656
A82647,CARTMEL SURGERY,1806.0,0.0016611295681063123,0.08514950166112957,-10.109989295084157
A82651,DUDDON VALLEY MEDICAL PRACTICE,2932.0,0.0017053206002728514,0.09025579809004093,-8.730502375306012
A82654,GROSVENOR HOUSE SURGERY (A),3613.0,2.767783005812344E-4,0.021931912538057013,-53.3245143311194
A83001,ST ANDREW'S MEDICAL PRACTICE,8076.0,0.0014858841010401188,0.04687221396731055,-15.580529758071467
A83003,WILLINGTON MEDICAL GROUP,7198.0,0.0031953320366768546,0.13639899972214506,37.78235749845662
A83004,DR. K R KAPOOR & PARTNER,3165.0,0.0022116903633491313,0.07090047393364929,7.076561422217274
A83005,WHINFIELD MEDICAL PRACTICE,9039.0,0.001770107312755836,0.08880407124681934,-6.708091536181588
A83006,ORCHARD COURT SURGERY,5846.0,0.0013684570646595963,0.05917721518987343,-19.24618436656236
A83007,DR. P. BURRELL & PARTNERS,7418.0,0.0037746023186842814,0.13800215691561069,55.86511632685324
A83008,HALLGARTH SURGERY,4798.0,0.0010421008753647354,0.03701333889120467,-29.433864360644748
A83009,BRIDGE END SURGERY,7594.0,0.00237029233605478,0.0691453779299447,12.027551160902707
A83010,MOORLANDS SURGERY,12462.0,0.001364147006900979,0.05289760873054085,-19.38072904701006
A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,21071.0,4.271273314033506E-4,0.014684163067723412,-48.63115209783184
A83012,WILLIAM BROWN CENTRE,12744.0,0.0029033270558694287,0.13061440677966102,28.66700011065338
A83013,NEASHAM ROAD SURGERY,8152.0,0.0017173699705593719,0.08550662414131502,-8.354363871928749
A83014,BELMONT & SHERBURN MEDICAL GROUP,6831.0,7.319572536963841E-4,0.029218269653052263,-39.1154456310652
A83015,STATION VIEW MEDICAL CENTRE,8210.0,0.002679658952496955,0.12116321559074301,21.68487709050945
A83016,TANFIELD VIEW MEDICAL GROUP,9829.0,0.003255671991046902,0.09982500763048123,39.66595635805777
A83017,DR MAHTO & PARTNERS,6415.0,0.0029618082618862044,0.12090101325019484,30.492575454740468
A83018,CONSETT MEDICAL CENTRE,16357.0,0.004096105642844042,0.14306963379592832,65.90130712393996
A83019,DR. R.G. ABBOTT AND DR. PATEL,4052.0,0.0019743336623889436,0.07667571569595262,-0.3328709499959778
A83020,NORTH HOUSE SURGERY,10976.0,0.003370991253644315,0.1346884110787172,43.26581376243057
A83021,AUCKLAND MEDICAL GROUP,10466.0,0.0041085419453468375,0.1507748901203898,66.28952427551853
A83022,THE MEDICAL GROUP,18992.0,0.0031065711878685764,0.11221566975568661,35.01155935420918
A83023,STANLEY MEDICAL GROUP,5286.0,0.009080590238365494,0.2850889141127506,221.4991957508536
A83024,WEST RAINTON SURGERY,5033.0,0.0017881978939002583,0.08434730776872641,-6.143367907055494
A83025,BISHOPGATE MEDICAL CENTRE,10890.0,0.004683195592286501,0.189969696969697,84.22816816979531
A83026,SACRISTON MEDICAL CENTRE,7713.0,0.0016854660962012187,0.06173991961623233,-9.350289407260378
A83027,COXHOE MEDICAL PRACTICE,4759.0,0.0014708972473208657,0.047652868249632274,-16.04836605110995
A83028,GROUP PRACTICE SURGERY,8362.0,0.0015546519971298732,0.08591126524754841,-13.43384052033266
A83029,THE SURGERY GREAT LUMLEY,3861.0,0.001295001295001295,0.06385133385133385,-21.539212351153996
A83030,DUNELM MEDICAL PRACTICE,9197.0,0.003914319886919647,0.14892899858649564,60.226602094317094
A83031,CARMEL MEDICAL PRACTICE,8014.0,0.0013725979535812328,0.07044172697778887,-19.116920535789543
A83032,COCKFIELD SURGERY,2056.0,4.8638132295719845E-4,0.017903696498054476,-46.781453136623355
A83033,DR TYSON AND PARTNERS,7017.0,0.0027077098475131824,0.11934017386347442,22.560526308593467
A83034,BLACKETTS MEDICAL PRACTICE,7965.0,0.0020087884494664155,0.08297551789077214,0.7426850116297099
A83035,THE WEARDALE PRACTICE,6190.0,0.0016155088852988692,0.06250565428109855,-11.534104825290479
A83036,CHASTLETON MEDICAL GROUP,9692.0,0.0015476681799422203,0.0551392901361948,-13.65185046461687
A83037,BEWICK CRESCENT SURGERY,11625.0,0.0014623655913978495,0.0559363440860215,-16.3146940179584
A83038,CEDARS MEDICAL GROUP,4442.0,0.004277352543899144,0.18268347591175146,71.5591910202377
A83040,CLIFTON COURT MEDICAL PRACTICE,9185.0,0.0033750680457267286,0.09977463255307567,43.393076717754866
A83041,DR D S RANGAR & PARTNERS,6184.0,0.0048512289780077615,0.11292367399741268,89.47357309301478
A83042,DR. C.P. FAIRLAMB & PARTNERS,4447.0,0.0033730604902181245,0.15120755565549807,43.330407971878756
A83043,OLD FORGE SURGERY,2415.0,0.0012422360248447205,0.06101863354037268,-23.186356498528525
A83044,THE HORDEN GROUP PRACTICE,5741.0,0.0020902281832433376,0.11381989200487719,3.28494397204713
A83045,DR.OAKENFULL & PARTNERS,12390.0,0.0014527845036319612,0.041154963680387416,-16.613781516084252
A83046,BARNARD CASTLE SURGERY,8562.0,0.00350385423966363,0.08415673907965429,47.413323841977686
A83047,DENMARK STREET SURGERY,10976.0,0.0030065597667638484,0.12088830174927112,31.88955834001107
A83048,ROCKLIFFE COURT SURGERY,4455.0,6.734006734006734E-4,0.03384960718294052,-40.943373892175956
A83049,QUEENS ROAD SURGERY,9547.0,0.0035613281659159944,0.13887294438043363,49.207455492821175
A83050,CESTRIA HEALTH CENTRE,8989.0,7.787295583490933E-4,0.022402936922905774,-37.655380561004534
A83051,MARLBOROUGH SURGERY,8011.0,0.0019972537760579202,0.08121333166895518,0.38261351497477536
A83054,DR.JONES & PARTNERS,12446.0,0.0017676361883336013,0.038048368953880765,-6.785231255497721
A83057,SHINWELL MEDICAL GROUP,4266.0,0.0032817627754336614,0.1310290670417253,40.48041789072002
A83060,PINFOLD MEDICAL PRACTICE,2445.0,0.0036809815950920245,0.20170143149284256,52.9426101692923
A83061,GAINFORD SURGERY,2731.0,7.323324789454412E-4,0.036678872207982424,-39.10373243276076
A83066,JUBILEE MEDICAL GROUP,6560.0,9.146341463414635E-4,0.026532012195121954,-33.41292248112133
A83070,FELIX HOUSE SURGERY,4680.0,8.547008547008547E-4,0.03377350427350427,-35.28382677604455
A83071,THE NEW SEAHAM MEDICAL GROUP,3965.0,0.00201765447667087,0.056839848675914253,1.0194508611543365
A83072,PARK HOUSE SURGERY,3114.0,3.211303789338471E-4,0.01123956326268465,-51.94000012195069
A83073,DRS LAMBERT & NG,4049.0,0.0037046184243022967,0.15783156334897505,53.680467945451916
A83074,PEASEWAY MEDICAL CENTRE,8639.0,0.0027780993170505846,0.10268781108924645,24.757835304478213
A83075,DR KV REDDY,3875.0,0.002064516129032258,0.10835354838709678,2.482305049038047
A83076,DIPTON SURGERY,1856.0,0.0021551724137931034,0.07268857758620689,5.312271965220698
A83603,DR.ROY,2042.0,0.0039177277179236044,0.1092458374142997,60.33298246300948
A83616,DR M D RAMAKRISHNA GUPTA,2064.0,0.001937984496124031,0.057509689922480615,-1.4675626951065577
A83617,BROWNEY HOUSE SURGERY,2317.0,0.0034527406128614588,0.1693871385412171,45.81773812833585
A83618,OAKFIELDS HEALTH CENTRE,2728.0,0.00843108504398827,0.3992155425219941,201.22395265187544
A83619,DR. S H S MANSOUR,2179.0,0.006883891693437357,0.21830656264341441,152.9260767070633
A83622,THE HAVEN SURGERY,1398.0,0.002861230329041488,0.07100143061516452,27.35288995803763
A83626,EVENWOOD MEDICAL PRACTICE,1665.0,0.0024024024024024023,0.1341921921921922,13.029913277108118
A83627,SILVERDALE FAMILY PRACTICE,2746.0,0.004005826656955572,0.1366860888565186,63.08311813720977
A83630,DENHOLM HOUSE,1841.0,0.0010863661053775121,0.06609994568169474,-28.05206124788937
A83632,CRAGHEAD MEDICAL CENTRE,2464.0,4.0584415584415587E-4,0.056818181818181816,-49.29553717452805
A83634,WEST CORNFORTH MEDICAL CENTRE,2231.0,0.002689376961004034,0.1863290004482295,21.988238767405484
A83635,BOWBURN MEDICAL CENTRE,2479.0,0.003227107704719645,0.13687373941105285,38.774280888411575
A83636,LEADGATE SURGERY,4150.0,0.004096385542168675,0.11823132530120481,65.91004458577906
A83637,PELTON FELL SURGERY,1594.0,0.00439146800501882,0.21944792973651192,75.12147002213534
A83638,DR.BALIGA,1152.0,0.001736111111111111,0.08617187500000001,-7.76933209092356
A83644,ANNFIELD PLAIN SURGERY,2626.0,0.004188880426504189,0.11447448591012946,68.79740604423912
A84002,THE ROTHBURY PRACTICE,4582.0,6.547359231776517E-4,0.017184635530336098,-41.52602103869545
A84003,LINTONVILLE MEDICAL GROUP,10913.0,0.004673325391734628,0.2011747457161184,83.92005559832191
A84005,BEDLINGTONSHIRE MED.GROUP,8557.0,0.0038564917611312375,0.13667173074675704,58.42141359318044
A84006,THE BONDGATE SURGERY,7457.0,0.0014751240445219256,0.07041839881990075,-15.91642046926785
A84007,PONTELAND MEDICAL GROUP,9424.0,7.427843803056027E-4,0.028096349745331074,-38.77746123006928
A84008,BELFORD MEDICAL PRACTICE,3909.0,0.0023023791250959325,0.08031465848042978,9.90754215444186
A84009,WATERLOO MEDICAL GROUP,10847.0,0.005254909191481516,0.21114317322762055,102.07503422570927
A84011,WHITE MEDICAL GROUP,5616.0,0.0023148148148148147,0.09785790598290597,10.295740177085174
A84013,THE GABLES MEDICAL GROUP,5325.0,0.005633802816901409,0.17725070422535213,113.90274619867895
A84014,MARINE MEDICAL GROUP,8429.0,0.003796417131332305,0.16682999169533752,56.54609722342857
A84015,LABURNUM SURGERY,1818.0,0.0044004400440044,0.25511001100110015,75.401545182582
A84016,PRUDHOE MEDICAL GROUP,5246.0,0.002287457110179184,0.11013915364086922,9.441729898307788
A84018,CORBRIDGE HEALTH CENTRE,5668.0,0.0029992942836979536,0.16173959068454483,31.662755788364393
A84020,GUIDEPOST MEDICAL GROUP,7238.0,0.004144791378833932,0.14260983697153912,67.42110271786771
A84021,THE CONSULTING ROOMS,7950.0,0.0028930817610062893,0.0968125786163522,28.34717842828787
A84022,COQUET MEDICAL GROUP,9459.0,0.003911618564330268,0.1860492652500264,60.14227640660501
A84024,BURN BRAE MEDICAL GROUP,7290.0,0.00411522633744856,0.16843621399176953,66.49818723311236
A84025,CRAMLINGTON MEDICAL GROUP,4735.0,0.0025343189017951427,0.16211404435058077,17.147877409047947
A84026,WELL CLOSE SQUARE SURGERY,7922.0,0.003408230244887655,0.16190734662963896,44.42828267993229
A84027,BELLINGHAM PRACTICE,2763.0,7.238508867173362E-4,0.017350705754614552,-39.36849758903656
A84028,SEATON PARK MEDICAL GROUP,15439.0,0.005958935164194572,0.24808148196126692,124.0522221963746
A84029,WIDDRINGTON SURGERY,2483.0,0.00684655658477648,0.2022633910592026,151.7606073454951
A84030,VILLAGE MEDICAL GROUP,7469.0,0.004150488686571161,0.16715758468335787,67.59895241080629
A84031,GREYSTOKE SURGERY,7564.0,0.001718667371760973,0.07094526705446853,-8.313863618832864
A84032,CHEVIOT MEDICAL GROUP,2188.0,9.140767824497258E-4,0.071709323583181,-33.430321400325354
A84033,THE SELE MEDICAL PRACTICE,5005.0,0.002197802197802198,0.11720279720279718,6.643022267949346
A84034,HALTWHISTLE MEDICAL GROUP,4850.0,8.247422680412372E-4,0.02892164948453608,-36.21902734516082
A84035,RIVERSDALE SURGERY,5005.0,0.004195804195804196,0.1665894105894106,69.01354150694854
A84036,WELLWAY MEDICAL GROUP,13813.0,0.0028958227756461304,0.08498226308549914,28.432743160705325
A84037,NETHERFIELD HOUSE,4757.0,8.408660920748371E-4,0.049981080512928315,-35.715698880975324
A84038,FORUM FAMILY PRACTICE,4616.0,0.0030329289428076256,0.12079506065857887,32.71271027048943
A84039,GAS HOUSE LANE SURGERY,4103.0,0.003168413356080916,0.21129173775286375,36.9420519894149
A84040,HUMSHAUGH & WARK MED GRP,3234.0,3.0921459492888067E-4,0.007730364873222016,-52.31196853653323
A84042,SCOTS GAP MEDICAL GROUP,1503.0,0.00332667997338656,0.16536260811709913,41.882573124741164
A84043,BROCKWELL MEDICAL GROUP,13439.0,0.0031996428305677504,0.1282483815760101,37.91692515833701
A84044,UNION BRAE & NORHAM PRAC,5259.0,0.003993154592127781,0.23610952652595552,62.687541324008414
A84045,HAYDON & ALLEN VALLEYS MEDICAL PRACTICE,2750.0,0.0014545454545454545,0.049290909090909094,-16.558810888958355
A84047,BRANCH END SURGERY,4548.0,0.0043975373790677225,0.19728452066842567,75.31093430258365
A84048,STATION MEDICAL GROUP,7094.0,0.004087961657738935,0.1834169720890894,65.64708086181
